email,response
"Exclusive Membership Offer Dear Akshata,Sign up for an exclusive membership and get access to premium services at a discounted rate.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 80}"
"Time-Off Approval Dear HR, Kindly confirm the approval of my time-off request for the upcoming weekend. Regards, Dev","{""classification"": ""No"", ""confidence"": 65}"
"Shipping Confirmation Request Dear Supplier, Kindly confirm shipment of items as per the attached purchase order. Regards, Ajeet","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Update Confirmation Dear Supplier, Kindly confirm the updated invoice details for PO345678. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 67}"
"Supplier Order Follow-Up Kindly follow up on PO123456. Regards, Radha","{""classification"": ""Yes"", ""confidence"": 75}"
"Free Trial - Sign Up Today Sign up for a free trial of our service today! Hurry, offer ends soon. Regards, Service Team","{""classification"": ""No"", ""confidence"": 86}"
"Supplier Payment Inquiry Dear Supplier, Kindly inquire about the payment for invoice #765432. Regards, Kanchan","{""classification"": ""No"", ""confidence"": 67}"
"Free Product Trial Offer Dear Kanchan,Start your free trial today and enjoy full access to our services for 7 days.Best regards,Purva","{""classification"": ""No"", ""confidence"": 75}"
"PO Status Update Dear Team, Kindly provide an update on the status of PO987654. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 70}"
"Payment Status Clarification Request Dear Customer, Kindly clarify the payment status for invoice #987654. Regards, Priya","{""classification"": ""No"", ""confidence"": 65}"
"Free Consultation Offer Get a free consultation today! Book now to secure your spot. Regards, Consultation Team","{""classification"": ""No"", ""confidence"": 87}"
"Product Promotion Check out our new product line with exclusive offers! Regards, Sales Team","{""classification"": ""No"", ""confidence"": 90}"
"Limited Time Promotion Dear Radha,Our limited-time promotion is here! Get up to 30% off select products. Hurry before it ends.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 85}"
"Service Request Dear Service Team, Kindly provide an update on the service request for the equipment. Regards, Operations","{""classification"": ""Yes"", ""confidence"": 76}"
"Order Confirmation Needed Dear Vendor, Kindly confirm the purchase order and provide an expected dispatch timeline. Regards, Ritu","{""classification"": ""Yes"", ""confidence"": 82}"
"Invoice Follow-Up Clarification Dear Supplier, Kindly clarify the details of invoice #234567. Regards, Ajeet","{""classification"": ""No"", ""confidence"": 65}"
"Payment Clarification Request Dear Customer, Kindly clarify the payment status for invoice #987654. Regards, Meera","{""classification"": ""No"", ""confidence"": 64}"
"Shipping Information Update Dear Akshata,We’ve updated the shipping information for your order #54321. Check the details and stay updated.Best regards,Shipping Team","{""classification"": ""No"", ""confidence"": 89}"
"Payment Pending Dear Kanchan,Your payment for invoice #23456 is still pending. Please arrange for payment as soon as possible.Best regards,Account Team","{""classification"": ""No"", ""confidence"": 84}"
"Supplier Delivery Confirmation Dear Supplier, Kindly confirm the expected delivery date for PO112233. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 81}"
"Payment Reminder Dear Customer, This is a reminder for the pending payment against your invoice. Kindly make the payment at your earliest. Regards, Ravi","{""classification"": ""No"", ""confidence"": 60}"
"Goods Dispatch Status Follow-Up Dear Supplier, Kindly follow up on the dispatch status for PO765432. Regards, Purva","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Follow-Up Request Dear Supplier, Kindly follow up on payment for invoice #987654. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Order Confirmation Required Dear Supplier, Kindly confirm receipt of the attached order and provide a delivery schedule. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 79}"
"Supplier Acknowledgment Follow-Up Dear Supplier, Kindly confirm receipt of PO567890. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 76}"
"Payment Status Inquiry Dear Radha,Could you please confirm the payment status for invoice #234567?Best regards,Purva","{""classification"": ""Yes"", ""confidence"": 80}"
"Promotional Offer on Services Save up to 40% on all services today! Contact us for more details. Regards, Service Team","{""classification"": ""No"", ""confidence"": 87}"
"Free Software Trial Try our software free for 30 days today! Hurry, offer ends soon. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Special Offer on Products Limited-time offer! Get 30% off on all products! Hurry, shop now! Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Supplier Payment Clarification Dear Supplier, Kindly clarify the payment for invoice #234567. Regards, Akshata","{""classification"": ""No"", ""confidence"": 67}"
"Invoice Follow-Up Dear Supplier, Kindly remind about invoice #876543. Regards, Priya","{""classification"": ""No"", ""confidence"": 67}"
"Order Canceled Dear Akshata,Your order #987654 has been canceled as per your request. We hope to serve you again soon.Best regards,Customer Service","{""classification"": ""Yes"", ""confidence"": 81}"
"Client Invoice Submission Dear Client, Please find the invoice for the services rendered attached. Kindly process the payment at your earliest convenience. Regards, Accounts Team","{""classification"": ""Yes"", ""confidence"": 80}"
"Service Enrollment Offer Dear Akshata,Sign up today for our premium service and get a 15% discount.Best regards,Akankha","{""classification"": ""No"", ""confidence"": 88}"
"Quotation Update Inquiry Dear Supplier, Kindly provide an update on the quotation for PO987654. Regards, Kirti","{""classification"": ""No"", ""confidence"": 60}"
"Payment Confirmation Dear Akshata,We have received your payment for invoice #987654. Thank you for your prompt payment.Best regards,Finance Team","{""classification"": ""Yes"", ""confidence"": 82}"
"Invoice Discrepancy Clarification Dear Supplier, There seems to be a discrepancy in the invoice. Kindly clarify the difference. Regards, Aditi","{""classification"": ""No"", ""confidence"": 65}"
"Contract Renewal Request Dear Client, Kindly review and sign the attached contract renewal document. Looking forward to your confirmation. Regards, Sales Team","{""classification"": ""Yes"", ""confidence"": 78}"
"Invoice Follow-Up Request Dear Supplier, Kindly follow up on the payment for invoice #123456. Regards, Shubham","{""classification"": ""No"", ""confidence"": 67}"
"PO Dispatch Confirmation Dear Team, Kindly confirm if the dispatch has been made as per the purchase order specifications. Regards, Procurement Team","{""classification"": ""Yes"", ""confidence"": 72}"
"Confirm Your Email Address Dear Anand,We noticed that you haven’t verified your email address yet. Please verify it now to continue enjoying our services.Best regards,Support Team","{""classification"": ""Yes"", ""confidence"": 80}"
"Supplier Order Follow-Up Kindly follow up on PO456789. Regards, Radha","{""classification"": ""Yes"", ""confidence"": 75}"
"Product Promotion Check out our new product line with exclusive offers! Regards, Sales Team","{""classification"": ""No"", ""confidence"": 90}"
"Free Trial - Get Started Start your free trial now! Don’t miss out, limited spots available. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Goods Dispatch Clarification Dear Supplier, Kindly clarify the dispatch details for PO234567. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 75}"
"Payment Status Follow-Up Dear Customer, Kindly follow up on the payment status for invoice #123456. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 66}"
"Invoice Payment Follow-Up Kindly follow up on the payment for invoice #123456. Regards, Radha","{""classification"": ""No"", ""confidence"": 67}"
"Supplier Payment Clarification Dear Supplier, Kindly clarify the payment for invoice #234567. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Order Acknowledgment Dear Supplier, Kindly acknowledge receipt of the purchase order and provide an expected delivery timeline. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 80}"
"Shipment Tracking Request Dear Logistics, Can you provide the tracking details for the current shipment? Regards, Rahul","{""classification"": ""No"", ""confidence"": 72}"
"Free Course Enrollment Offer Enroll now for free courses and take advantage of our exclusive offer! Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Goods Delivery Update Request Dear Supplier, Kindly update us on the delivery status for PO987654. Regards, Aditi","{""classification"": ""Yes"", ""confidence"": 76}"
"Loyalty Program Reminder Dear Anand,Don’t forget to redeem your loyalty points! Use them on your next purchase to get exciting discounts.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 82}"
"Supplier Order Acknowledgment Dear Supplier, Kindly acknowledge receipt of PO765432. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 78}"
"Delivery Follow-Up Dear Supplier, Kindly follow up on the delivery schedule for PO345678. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 77}"
"Payment Confirmation Dear Accounts, Please confirm if the payment for the invoice has been processed. Regards, Finance Team","{""classification"": ""Yes"", ""confidence"": 79}"
"Reminder - Pending Payment Dear Anand,Just a friendly reminder that your payment for invoice #12345 is still pending. Please process it as soon as possible.Best regards,Finance Team","{""classification"": ""No"", ""confidence"": 88}"
"Payment Reminder Follow-Up Dear Customer, Kindly follow up on the payment for invoice #765432. Regards, Aditi","{""classification"": ""No"", ""confidence"": 69}"
"Invoice Clarification Follow-Up Dear Supplier, Kindly clarify any discrepancies in invoice #345678. Regards, Priya","{""classification"": ""No"", ""confidence"": 66}"
,
"Free Consultation Offer Dear Anand,We are offering a free consultation on our premium services. Don't miss out on this opportunity!Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 86}"
"Free Trial Offer - Software Try our software for free today! Limited offer. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Free Trial - Sign Up Now Sign up today for a free trial and enjoy all features! Limited time offer. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Purchase Order Status Inquiry Dear Supplier, Kindly provide an update on the processing of PO123456. Regards, Sujit","{""classification"": ""Yes"", ""confidence"": 79}"
"Payment Confirmation Dear Radha,Your payment for invoice #345678 has been successfully processed. Thank you for your prompt payment.Best regards,Purva","{""classification"": ""Yes"", ""confidence"": 75}"
"Product Launch Announcement Dear Radha,We are excited to announce the launch of our new product line! Check it out on our website.Best regards,Purva","{""classification"": ""No"", ""confidence"": 75}"
"Order Confirmation Your order #345678 has been confirmed. Thank you for shopping with us! Regards, E-commerce Team","{""classification"": ""No"", ""confidence"": 90}"
"Product Delivery Status Dear Purva,Your order #23456 has been delivered successfully. Thank you for shopping with us!Best regards,Shipping Team","{""classification"": ""No"", ""confidence"": 89}"
"Free Trial Offer - Get Started Today Claim your free trial today and unlock all features! Hurry, limited time only. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Supplier Payment Status Inquiry Dear Supplier, Kindly inquire about the payment status for invoice #123456. Regards, Akshata","{""classification"": ""No"", ""confidence"": 68}"
"Exclusive Deal on New Arrivals Dear Akshata,Get exclusive access to our new arrivals and enjoy special discounts. Shop today!Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 85}"
"Payment Status Update Dear Customer, Please provide an update on the payment status for invoice #123456. Regards, Shubham","{""classification"": ""No"", ""confidence"": 64}"
"Follow-Up on Payment for Invoice Dear Supplier, Kindly follow up on the payment for invoice #123456. Regards, Akshata","{""classification"": ""No"", ""confidence"": 67}"
"Delivery Time Update Dear Supplier, Kindly provide an update on the expected delivery time for PO345678. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 74}"
"Promotional Offer - Free Consultation Get a free consultation on our services today! Book now. Regards, Service Team","{""classification"": ""No"", ""confidence"": 86}"
"Supplier Order Confirmation Dear Supplier, Kindly confirm the details for PO456789. Regards, Kanchan","{""classification"": ""Yes"", ""confidence"": 75}"
"Promotional Offer on Products Get 20% off on products today! Hurry, offer ends soon. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Meeting Invitation Dear Team, You are invited to the meeting scheduled for next Monday at 10 AM. Please confirm your attendance. Regards, Manager","{'classification': 'No', 'confidence': 72}"
"Payment Status Inquiry Dear Customer, Kindly update us on the payment status for invoice #876543. Regards, Aditi","{""classification"": ""No"", ""confidence"": 66}"
"Limited Time Offer on Software Get a 40% discount on software for a limited time! Act fast! Regards, Software Team","{""classification"": ""No"", ""confidence"": 88}"
"Invoice Query Clarification Dear Accounts, Kindly clarify the discrepancy in the recent invoice and confirm the corrected amount. Regards, Vendor","{'classification': 'Yes', 'confidence': 77}"
"Invoice Clarification Reminder Dear Supplier, Kindly provide clarification on invoice #234567. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 65}"
"Invoice Payment Reminder Dear Customer, Kindly follow up on the payment for invoice #765432. Regards, Meera","{""classification"": ""No"", ""confidence"": 66}"
"Special Offer on Services Get a 25% discount on services when you book now! Limited time only. Regards, Service Team","{""classification"": ""No"", ""confidence"": 88}"
"Discount on Services Get a 25% discount on our services! Contact us today to claim your offer! Regards, Service Team","{""classification"": ""No"", ""confidence"": 86}"
"Invoice Clarification Inquiry Kindly clarify the invoice details for #876543. Regards, Akshata","{""classification"": ""No"", ""confidence"": 67}"
"Special Offer - Buy Now Don't miss our special offer! Buy now and get exclusive discounts. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Confirmation of Order Dispatch Dear Supplier, Kindly confirm if the order has been dispatched and provide the tracking details. Regards, Nishant","{""classification"": ""Yes"", ""confidence"": 81}"
"Service Request Confirmation Dear Service Team, Kindly confirm the service request submitted for equipment repair. Regards, Maintenance","{""classification"": ""Yes"", ""confidence"": 82}"
"Shipping Confirmation Request Dear Vendor, Kindly confirm shipment of items as per the attached purchase order. Regards, Snehal","{""classification"": ""Yes"", ""confidence"": 82}"
"Supplier Order Follow-Up Dear Supplier, Kindly follow up on PO987654. Regards, Aditi","{""classification"": ""Yes"", ""confidence"": 75}"
"Service Feedback Request Dear Kanchan,We’d appreciate your feedback on the service you received. Please take a moment to fill out our survey.Best regards,Support Team","{""classification"": ""No"", ""confidence"": 80}"
"Order Delivery Follow-Up Dear Vendor, Kindly confirm the expected delivery date for PO567890. Regards, Ajeet","{""classification"": ""Yes"", ""confidence"": 75}"
"Goods Dispatch Follow-Up Dear Supplier, Kindly follow up on dispatch for PO234567. Regards, Kanchan","{""classification"": ""Yes"", ""confidence"": 75}"
"Buy Now and Save Get 10% off on all products when you buy now! Limited time only. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Follow-Up on PO123456 Kindly follow up on PO123456. Regards, Purva","{""classification"": ""Yes"", ""confidence"": 75}"
"Product Return Request Dear Customer, Please find attached the return request for the defective product. Kindly arrange for the return process. Regards, Customer Service","{""classification"": ""No"", ""confidence"": 70}"
"Discount for Referral Dear Anand,Refer a friend and both you and your friend will receive 10% off on your next purchase.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 86}"
"Delivery Schedule Update Dear Vendor, Kindly update us on the delivery schedule for the products in the attached order. Regards, Logistics","{""classification"": ""Yes"", ""confidence"": 82}"
"Supplier Order Follow-Up Dear Supplier, Kindly follow up on PO987654. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 76}"
"Free Course on Digital Marketing Sign up for our free course on digital marketing today! Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Delivery Date Clarification Dear Supplier, Kindly clarify the expected delivery date for PO345678. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 79}"
"Goods Receipt Update Dear Supplier, Kindly provide an update on the receipt of goods for PO987654. Regards, Kirti","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Status Follow-Up Dear Supplier, Kindly follow up on invoice #987654. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Invoice Clarification Request Dear Supplier, Kindly clarify the invoice details for #345678. Regards, Sania","{""classification"": ""No"", ""confidence"": 67}"
"Order Status Follow-Up Dear Supplier, Kindly follow up on PO123789. Regards, Radha","{""classification"": ""Yes"", ""confidence"": 75}"
"Free Consultation on Digital Marketing Get a free consultation on digital marketing strategies today! Regards, Service Team","{""classification"": ""No"", ""confidence"": 86}"
"Free Trial Software Access Claim your free trial for our software! Act fast, limited time offer. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Order Confirmation Request Dear Supplier, Kindly confirm the receipt of PO998877. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 76}"
"Invoice Clarification Inquiry Dear Supplier, Kindly inquire about the details of invoice #123456. Regards, Kanchan","{""classification"": ""No"", ""confidence"": 67}"
"Goods Delivery Follow-Up Dear Supplier, Kindly provide an update on the delivery of goods for PO234567. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 79}"
"Invoice Payment Status Dear Customer, Kindly inquire about the payment status for invoice #987654. Regards, Meera","{""classification"": ""No"", ""confidence"": 67}"
"Supplier Acknowledgment Request Dear Supplier, Kindly acknowledge receipt of the attached purchase order and confirm the delivery schedule. Regards, Sujit","{""classification"": ""Yes"", ""confidence"": 75}"
"Supplier Payment Clarification Kindly clarify the payment details for invoice #678901. Regards, Radha","{""classification"": ""No"", ""confidence"": 67}"
"Free Trial Offer on Courses Enjoy a free trial for all our online courses! Don't miss this chance! Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Order Status Update Dear Radha,We are writing to inquire about the status of order #234567. Kindly provide an update at your earliest convenience.Best regards,Akshata","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Follow-Up Request Dear Supplier, Kindly follow up on the payment for invoice #654321. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Follow-Up on Payment Kindly follow up on payment for invoice #234567. Regards, Akankha","{""classification"": ""No"", ""confidence"": 67}"
"Invoice Clarification Follow-Up Dear Supplier, Kindly clarify any discrepancies in invoice #876543. Regards, Aditi","{""classification"": ""No"", ""confidence"": 66}"
"Request for Product Specifications Dear Supplier, Kindly provide the product specifications for the items in PO234567. Regards, Kirti","{""classification"": ""No"", ""confidence"": 62}"
"Material Delivery Schedule Inquiry Dear Supplier, Kindly provide an update on the material delivery schedule for PO876543. Regards, Aditi","{""classification"": ""Yes"", ""confidence"": 75}"
"Order Shipping Notification Dear Radha,Your order #987654 has been shipped and is on its way. Expect delivery in 3-5 business days.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 85}"
"Urgent Service Issue Dear Anand,We are aware of the issue you’re facing with our service and are working on a solution. Please bear with us.Best regards,Support Team","{""classification"": ""Yes"", ""confidence"": 82}"
"Supplier Order Confirmation Kindly confirm the details for PO543210. Regards, Radha","{""classification"": ""Yes"", ""confidence"": 75}"
"Discount Offer on Courses Enroll in our courses now and get a 50% discount! Limited time offer! Regards, Course Team","{""classification"": ""No"", ""confidence"": 87}"
"Payment Clarification Reminder Dear Customer, Kindly clarify the payment details for invoice #345678. Regards, Kirti","{""classification"": ""No"", ""confidence"": 69}"
"Invoice Clarification Follow-Up Reminder Dear Supplier, Kindly clarify the discrepancies on invoice #765432. Regards, Meera","{""classification"": ""No"", ""confidence"": 68}"
"Goods Dispatch Clarification Dear Supplier, Kindly clarify the dispatch details for PO987654. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 78}"
"Confirmation of Invoice Payment Dear Customer, Kindly confirm the payment against invoice #123456. Regards, Shubham","{""classification"": ""No"", ""confidence"": 70}"
"Delivery Confirmation Request Dear Team, Kindly confirm the expected delivery schedule for the items from PO112233. Regards, Ramesh","{""classification"": ""Yes"", ""confidence"": 75}"
"New Product Alert Dear Kanchan,We are excited to announce the launch of our new product! Check it out on our website today.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 80}"
"Purchase Our Premium Course Get premium access to all our courses! Enroll today! Regards, Course Team","{""classification"": ""No"", ""confidence"": 87}"
"Invoice Query Dear Sir/Madam, Kindly clarify the discrepancy in the invoice details. Regards, Ajeet","{""classification"": ""No"", ""confidence"": 60}"
"Order Status Update Dear Radha,Your order is being processed and will be shipped soon. You will receive an update once it ships.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 89}"
"Payment Due Reminder Dear Customer, Kindly settle the payment due for invoice #987654. Regards, Priya","{""classification"": ""No"", ""confidence"": 72}"
"Free Trial Offer on Courses Claim your free trial on courses now! Don't miss this opportunity. Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Goods Receipt Status Update Dear Supplier, Kindly update us on the receipt status of goods for PO234567. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 75}"
"Goods Dispatch Confirmation Dear Supplier, Kindly confirm the dispatch date for PO112233. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 78}"
"Supplier Clarification Request Dear Supplier, Kindly provide clarification on PO765432. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 76}"
"New Purchase Order Request Dear Supplier, Please find the attached purchase order. Kindly confirm receipt and start processing the items. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 83}"
"Purchase Order Status Inquiry Dear Supplier, Kindly update us on the status of purchase order #876543. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Clarification Follow-Up Dear Supplier, Kindly clarify the discrepancy in the invoice #876543. Regards, Priya","{""classification"": ""No"", ""confidence"": 64}"
"Supplier Order Follow-Up Reminder Dear Supplier, Kindly follow up on PO234567. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 77}"
"Goods Dispatch Follow-Up Dear Supplier, Kindly follow up on the dispatch status of PO876543. Regards, Ajeet","{""classification"": ""Yes"", ""confidence"": 78}"
"Supplier Order Status Update Dear Supplier, Kindly update us on the status of PO123456. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 75}"
"Free Trial - Try Now Try our software free for 30 days. Act fast, limited offer! Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Membership Expiration Reminder Dear Radha,Your membership will expire soon. Renew now to continue enjoying the benefits of being a member.Best regards,Membership Team","{""classification"": ""No"", ""confidence"": 87}"
"Product Feedback Request Dear Anand,We would appreciate your feedback on the product you purchased from us.Best regards,Akshata","{""classification"": ""No"", ""confidence"": 72}"
"Invoice Payment Status Dear Radha,Could you please confirm the payment status for invoice #678901?Best regards,Akshata","{""classification"": ""Yes"", ""confidence"": 78}"
"Invoice Follow-Up Dear Akshata,Just a gentle reminder regarding your outstanding payment for invoice #123456.Best regards,Purva","{""classification"": ""No"", ""confidence"": 67}"
"Delivery Schedule Request Dear Vendor, Kindly provide an updated delivery schedule for the items from PO456789. Regards, Aditi","{""classification"": ""Yes"", ""confidence"": 77}"
"Invoice Clarification Inquiry Dear Supplier, Kindly clarify the invoice #123789. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Goods Dispatch Clarification Follow-Up Dear Supplier, Kindly clarify the dispatch details for PO123456. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 74}"
"Free Trial - Claim Now Claim your free trial today and get started! Hurry, limited spots available. Regards, Software Team","{""classification"": ""No"", ""confidence"": 86}"
"Follow-Up on PO456789 Dear Supplier, Kindly follow up on PO456789. Regards, Kanchan","{""classification"": ""Yes"", ""confidence"": 75}"
"Promotional Offer - Buy Now Get 20% off when you buy now! Limited time offer. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Free Course Offer Dear Anand,We are offering free access to our online courses. Sign up now and get started today!Best regards,Course Team","{""classification"": ""No"", ""confidence"": 87}"
"Delivery Confirmation Required Dear Supplier, Kindly confirm the delivery date for PO987654. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 78}"
"Goods Dispatch Status Dear Supplier, Kindly provide the dispatch status for PO876543. Regards, Kanchan","{""classification"": ""Yes"", ""confidence"": 75}"
"Payment Confirmation Dear Radha,Thank you for your recent payment. Your transaction has been successfully processed.Best regards,Purva","{""classification"": ""Yes"", ""confidence"": 75}"
"Follow-Up on Invoice Payment Kindly follow up on the payment for invoice #543210. Regards, Radha","{""classification"": ""No"", ""confidence"": 67}"
"Free Course Enrollment Enroll today for free courses and get access to exclusive content. Hurry, limited spots! Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Special Promotion - Don't Miss Out Dear Purva,Hurry, our special promotion ends today! Get 15% off on all products.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Invoice Clarification Follow-Up Dear Supplier, Kindly clarify the details for invoice #987654. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Exclusive Offer - 20% Discount Get 20% off when you book now! Hurry, offer ends soon. Regards, Service Team","{""classification"": ""No"", ""confidence"": 88}"
"Order Status Follow-Up Dear Supplier, Kindly follow up on PO678901. Regards, Radha","{""classification"": ""Yes"", ""confidence"": 75}"
"Payment Clarification Follow-Up Dear Customer, Kindly clarify the payment details for invoice #765432. Regards, Meera","{""classification"": ""No"", ""confidence"": 68}"
"Exclusive Early Access Dear Radha,Enjoy exclusive early access to our upcoming sale! Get ready for amazing deals.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Goods Delivery Status Inquiry Dear Supplier, Kindly inquire about the delivery status for PO876543. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 74}"
"Supplier Acknowledgment Request Dear Supplier, Kindly acknowledge receipt of PO234567 and confirm the delivery date. Regards, Shraddha","{""classification"": ""Yes"", ""confidence"": 80}"
"Free Course Offer Get free access to our top-rated courses now! Don’t miss this opportunity. Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Invoice Status Follow-Up Reminder Dear Supplier, Kindly follow up on invoice #876543. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 68}"
"Supplier Order Clarification Follow-Up Dear Supplier, Kindly clarify the details for PO123456. Regards, Meera","{""classification"": ""Yes"", ""confidence"": 76}"
"Holiday Request Dear HR, I would like to request leave for the upcoming holiday. Kindly confirm. Regards, Employee","{'classification': 'No', 'confidence': 79}"
"Supplier Order Status Follow-Up Dear Supplier, Kindly follow up on PO567890. Regards, Kanchan","{""classification"": ""Yes"", ""confidence"": 75}"
"Goods Shipment Clarification Dear Supplier, Kindly provide clarification on the shipment status of PO234567. Regards, Ramesh","{""classification"": ""Yes"", ""confidence"": 74}"
"Request for More Information Dear Radha,We are interested in more details about your product offerings. Please send us the necessary information.Best regards,Purva","{""classification"": ""No"", ""confidence"": 80}"
"Supplier Payment Status Follow-Up Dear Supplier, Kindly follow up on the payment for invoice #123654. Regards, Radha","{""classification"": ""No"", ""confidence"": 67}"
"Free Course Access Claim your free course today! Limited spots available. Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Supplier Payment Clarification Dear Supplier, Kindly clarify the payment status for invoice #987654. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 67}"
"Special Promotion Just for You Dear Anand,We have a special promotion just for you! Save big on your next purchase with an exclusive discount.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 85}"
"Free Consultation - Get Started Book your free consultation now! Limited spots available. Regards, Service Team","{""classification"": ""No"", ""confidence"": 86}"
"Payment Update Follow-Up Dear Customer, Kindly provide an update on the payment for invoice #876543. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 69}"
"Invoice Status Follow-Up Kindly follow up on the payment for invoice #765432. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Free Trial Offer on Courses Sign up for our free trial today! Don’t miss out on this amazing offer. Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Invoice Payment Clarification Dear Customer, Kindly clarify the payment status for invoice #234567. Regards, Shubham","{""classification"": ""No"", ""confidence"": 64}"
"Payment Status Follow-Up Dear Supplier, Kindly follow up on the payment for invoice #123456. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Goods Delivery Follow-Up Dear Supplier, Kindly update us on the delivery of goods for PO765432. Regards, Shubham","{""classification"": ""Yes"", ""confidence"": 78}"
"Promotional Offer - Limited Time Only Dear Akshata,Enjoy an exclusive 15% discount on all purchases made today! Don’t miss this limited-time offer.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 86}"
"Invoice Payment Follow-Up Inquiry Kindly follow up on payment for invoice #876543. Regards, Radha","{""classification"": ""No"", ""confidence"": 67}"
"Invoice Payment Clarification Dear Customer, Kindly clarify the payment status for invoice #234567. Regards, Shubham","{""classification"": ""No"", ""confidence"": 66}"
"Payment Due Reminder Dear Customer, Kindly process the payment for invoice #998877. Regards, Priya","{""classification"": ""No"", ""confidence"": 69}"
"Limited Time Offer - Buy Now Buy now and get a 10% discount! Limited time offer. Regards, Sales Team","{""classification"": ""No"", ""confidence"": 88}"
"Supplier Payment Status Follow-Up Dear Supplier, Kindly follow up on the payment for invoice #123456. Regards, Akankha","{""classification"": ""No"", ""confidence"": 67}"
"Goods Delivery Follow-Up Dear Supplier, Kindly confirm the delivery status for PO123456. Regards, Purva","{""classification"": ""Yes"", ""confidence"": 75}"
